id;siteId;assessmentCriteriaId;logDate;oldScore;newScore;oldRecommendationDescription;newRecommendationDescription;oldRecommendationStatusId;newRecommendationStatusId;oldNotes;newNotes;createDate;createdBy;updateDate;updatedBy
411;61;22;16:11.8;1;2;No facilities information available, however project P-782212 is in progress to assess site;Main CR is fine. other two rooms need to be improved to 80 minutes fire resistant;3;2;;;32:20.2;;32:20.2;FABIO FERKET
412;61;24;17:09.6;1;3;No facilities information available, however project P-782212 is in progress to assess site;handheld fire extinguishers present, consider automatic suppression system for main server room. depends on buseiness risk analysis;3;6;;;32:26.0;;32:26.0;FABIO FERKET
413;61;41;17:54.7;1;2;No facilities information available, however project P-782212 is in progress to assess site;implement cable organizers, shelves to improve cable mess and unorganized rooms;3;2;;;32:32.2;;32:32.2;FABIO FERKET
414;61;33;18:04.8;1;1;No facilities information available, however project P-782212 is in progress to assess site;No facilities information available, however project P-782212 is in progress to assess site;3;2;;;32:40.9;;32:40.9;FABIO FERKET
415;61;40;20:40.7;1;1;No facilities information available, however project P-782212 is in progress to assess site;racks missing side panels, are not locked. correct issues;3;2;;;33:13.8;;33:13.8;FABIO FERKET
416;61;18;21:29.6;1;2;No facilities information available, however project P-782212 is in progress to assess site;racks ioutside the main server room can not be properly accessed, can only be solved by moving to a proper sized room;3;2;;;33:19.9;;33:19.9;FABIO FERKET
417;61;20;22:00.2;1;1;No facilities information available, however project P-782212 is in progress to assess site;remove spare part from rooms including printers etc;3;2;;;33:25.5;;33:25.5;FABIO FERKET
418;14;41;10:51.9;3;2;;add horizontal cable organizers to improve cable management;6;2;;;;;;
419;99;45;57:56.0;3;3;;;6;6;WAN has standard fully supported design with full redundancy.;Standard SDWAN solution is deployed;07:41.1;;07:41.1;CHRIS SOUTHERN
420;108;31;24:38.2;3;3;;;6;6;;temperature between 17 and 20C, might even be increased a little to 20-22degrees C;22:20.2;;22:20.2;FABIO FERKET
421;99;47;00:58.6;3;2;;;6;2;LAN design is fully redundant and compliant with infra standards;LAN design is redundant but admin core switches are single stack only.;43:42.1;;43:42.1;CHRIS SOUTHERN
422;99;52;02:53.9;2;3;;;2;6;plant segmentation not required as full office location.  guest wifi service was not found in the inventory;Low Risk : Office only (no plant);42:38.9;;42:38.9;CHRIS SOUTHERN
423;98;47;49:55.4;1;1;SDWAN Program will replace the WAN infra;SDWAN Program will replace the WAN infra;6;3;The WAN infra is active / standby, but the primary MPLS circuit has double the capacity of the standby DMVPN circuit.  In the event of a primary circuit failure, the standby service will not have the capacity to meet the demand.;The WAN infra is active / standby, but the primary MPLS circuit has double the capacity of the standby DMVPN circuit.  In the event of a primary circuit failure, the standby service will not have the capacity to meet the demand.;49:50.5;;49:50.5;CHRIS SOUTHERN
424;98;47;50:23.1;1;1;SDWAN Program will replace the WAN infra;;3;3;The WAN infra is active / standby, but the primary MPLS circuit has double the capacity of the standby DMVPN circuit.  In the event of a primary circuit failure, the standby service will not have the capacity to meet the demand.; - added is wrong category!;49:50.5;;49:55.4;CHRIS SOUTHERN
425;70;15;30:47.6;3;3;;;2;2;NA;NA;28:11.3;;28:11.3;DEVAPRABHUPENNIEL CHELLAPPA
426;96;15;32:07.5;3;3;;;2;2;;Compliant;31:31.2;;31:31.2;DEVAPRABHUPENNIEL CHELLAPPA
427;61;34;22:41.0;1;3;No facilities information available, however project P-782212 is in progress to assess site;;3;6;;concept based on UPS per rack. in itself, this is a good solution;33:30.8;;33:30.8;FABIO FERKET
428;14;33;31:50.3;3;1;;powerstrip daisychained, there are enough free sockets in the RPDU's, replace cables that have two pin(schuko/CEE7 plugs) with C13-C14 power cords or use adapters if devices do not have C13 - C14 power cords possibilities;6;2;;;;;;
429;14;42;10:10.0;2;1;advise to regularly audit cable management whether this is still in a good shape;Cabling exiting the rack at front side. Rack doors cannot be closed anymore due to this. properly route cabling and use proper length cabling instead of lengthy cables;2;2;;;;;;
430;101;45;29:04.3;2;1;WAN infra will be replaced during SDWAN migration program;WAN infra will be replaced during SDWAN migration program;3;3;WAN infra is active / standby, but has appropriate level of redundancy;WAN infra is active / standby, however, the backup circuit is significantly smaller capacity than the primary WAN, therefore in the event of a primary MPLS failure we could expect performance issues.;15:42.4;;15:42.4;CHRIS SOUTHERN
431;81;42;27:29.6;1;3;;;6;6;;;27:23.7;;27:23.7;FABIO FERKET
432;101;31;07:25.7;3;3;;;2;6;info might be not fully up to date anymore as latest info is almost two years old;info might be not fully up to date anymore as latest info is almost two years old;07:04.0;;07:04.0;FABIO FERKET
433;101;38;18:34.2;3;3;;;6;6;;note that during last assessment the UPS would change;07:34.2;;07:34.2;FABIO FERKET
434;104;25;31:26.7;1;2;;implement badge reader access;2;2;no info available regardin CR access;no info available regarding CR access;30:23.4;;30:23.4;FABIO FERKET
435;107;41;36:55.8;3;2;;install shelves in the racks to place non rack mountable devices on. currently devices are placed on top of other devices. devices are not designed to carry weight of other devcies;6;2;;;33:54.5;;33:54.5;FABIO FERKET
436;104;46;55:37.5;1;1;Replace LAN wireless bridges with Cargill standard, which is Ubiquity;Replace LAN wireless bridges with Cargill standard, which is Ubiquity. Admin core switches are reaching end of life but are currently in Life Cycles plans for FY21-22. A number of WAPs are also in Life Cycles plans for FY21-22.;2;2;;;32:29.0;;32:29.0;ALEX ABREU
437;65;35;45:15.3;1;3;New CR being installed P-797728;New CR being installed P-797728;3;5;;;55:31.7;;55:31.7;FABIO FERKET
438;65;26;45:45.3;1;2;New CR being installed P-797728;consider camera surveillance to protect property;3;6;;;51:16.5;;51:16.5;FABIO FERKET
439;65;19;45:57.2;1;3;New CR being installed P-797728;New CR being installed P-797728;3;5;;;51:10.5;;51:10.5;FABIO FERKET
440;65;30;46:56.4;1;1;New CR being installed P-797728;New CR being installed P-797728;3;6;;cooling under warranty. newly installed in 2021;53:43.0;;53:43.0;FABIO FERKET
441;65;42;50:10.5;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;51:04.2;;51:04.2;FABIO FERKET
442;99;28;59:38.4;3;3;;;6;6;redundancy in cooling present;;59:23.8;;59:32.7;FABIO FERKET
443;99;33;11:46.9;3;3;;;2;6;power distribution server grade. point of attention is that the free power sockets are limited;power distribution server grade. point of attention is that the free power sockets are limited;10:44.4;;10:44.4;FABIO FERKET
444;70;49;17:03.8;2;2;Three wireless access points are due to reach end of life at the end of 2021. Life cycle has these three WAPs in scope for 2021.;Three wireless access points are due to reach end of life at the end of 2021. Life cycle has these three WAPs in scope for 2021.;3;3;Other WAPs are the site are due to be life cycle in 2024.;Wireless LAN controllers will reach end of life in 2023. Other WAPs are the site are due to be life cycle in 2024.;15:32.7;;15:32.7;ALEX ABREU
445;97;42;37:35.2;1;2;improve cable management by removing unused cabling, and tidy up cabling which is unsupported in the racks. this causes tension at connector side resulting in unpredictable outages;improve cable management by removing unused cabling, and tidy up cabling which is unsupported in the racks. this causes tension at connector side resulting in unpredictable outages;2;2;;;28:06.1;;28:06.1;FABIO FERKET
446;97;39;41:19.3;1;1;racks are in a bad shape, too small for new generation devices and no proper cable management possible. recommend to replace racks with standard rack;several racks are in a bad shape, too small for new generation devices and no proper cable management possible. recommend to replace racks with standard rack;2;2;;;40:42.0;;40:42.0;FABIO FERKET
447;94;25;55:32.9;2;2;implement access control and visitor log;implement badge reader access;2;2;;;49:37.9;;49:37.9;FABIO FERKET
448;65;30;47:20.5;1;3;New CR being installed P-797728;New CR being installed P-797728;6;6;cooling under warranty. newly installed in 2021;cooling under warranty. newly installed in 2021;53:43.0;;46:56.4;FABIO FERKET
449;12;43;40:17.3;3;3;;;6;6;;Standard SDWAN devices are deployed;;;;
450;12;45;40:39.4;2;3;;;2;6;DMVPN backup provided by local ISP;Standard SDWAN solution is deployed;;;;
451;49;44;48:08.8;2;3;;;2;6;Occasional high utilisation;WAN capacity is within threshold level after circuit upgrades were completed (P-511704);47:06.6;;47:06.6;CHRIS SOUTHERN
452;42;50;49:21.0;2;3;;;2;6;WLC not wifi6 ready;WLC were replaced by lifecycle with current IOS-XE models.;;;;
453;85;43;50:20.7;2;3;No need for remediation because this site is in cope for SDWAN migration;;6;6;Routers are approaching end of support status;Standard SDWAN solution was deployed in April 2021;33:37.2;;33:37.2;CHRIS SOUTHERN
454;85;45;50:52.3;1;3;;;2;6;WAN infra is active / standby for VPN backup - but each router has only single connection to LAN core, this is a significant risk;Standard SDWAN solution was deployed in April 2021;39:59.1;;39:59.1;CHRIS SOUTHERN
455;97;44;52:49.0;1;3;SDWAN program will replace current WAN infra;SDWAN program will replace current WAN infra;3;3;Frequent high utilisation on the WAN links;WAN circuits were upgraded under P-511704;12:35.0;;12:35.0;CHRIS SOUTHERN
456;57;44;54:12.6;2;3;;;2;6;WAN capacity is appropriately sized but may suffer over utilisation in the event of one circuit failure;WAN upgrades completed in march 2021 (P-511704);21:37.3;;21:37.3;CHRIS SOUTHERN
457;34;44;31:12.6;2;3;;;2;6;4mb primary circuit with occasional high utilisation;WAN circuits were upgraded during SDWAN migration;;;;
458;34;45;31:54.4;3;3;;;6;6;;Standard SDWAN solution is deployed;;;;
459;82;44;25:23.5;2;3;;;2;6;Occasional periods of high utilisation on the WAN infra;SDWAN solution was deployed at the site;09:39.9;;09:39.9;CHRIS SOUTHERN
460;82;43;25:50.3;2;3;No action required, SDWAN project will deploy new WAN hardware;;2;6;2 x Cisco 2911 are approaching end of life;Standard SDWAN devices have been deployed;11:09.8;;11:09.8;CHRIS SOUTHERN
461;37;54;54:16.0;2;3;;;2;2;Legacy cisco VGWs still in production;Cargill standard solution being used;;;;
462;37;43;54:41.5;2;3;;;2;2;hardware is almost EOL;Cargill standard in place;;;;
463;94;42;28:55.8;2;2;improve cable management where needed, include horizontal cable organizers to relieve tension from patch cords connector side.;improve cable management where needed.;2;2;;;24:18.5;;24:18.5;FABIO FERKET
464;106;39;14:21.5;2;2;replace racks by standard rack;replace racks by standard rack to have more space;2;2;;;09:59.3;;09:59.3;FABIO FERKET
465;105;28;25:59.2;3;1;;drainage from cooling units at the outer side of the exterior wall was/is leaking. this causes paint pealing of in the CR (fluid leaks thru the wall in the CR;2;2;no recent info available. info older than 3 years;no recent info available. info older than 3 years;24:37.4;;24:37.4;FABIO FERKET
466;105;16;31:47.8;2;2;fix issues with moist coming into the CR;room has one exterior wall, this cannot be fixed. fix issues with moist coming into the CR.;2;2;no recent info available. info older than 3 years;no recent info available. info older than 3 years;31:10.2;;31:10.2;FABIO FERKET
467;102;42;33:09.0;1;2;assessment needed to evaluate status;assessment needed to evaluate current status;2;2;no info available;available info is three years old;09:29.4;;09:29.4;FABIO FERKET
468;102;42;33:57.4;2;2;assessment needed to evaluate current status;assessment needed to evaluate current status;2;2;available info is three years old;available info is three years old, overall cable management was in a good shape back then;09:29.4;;33:09.0;FABIO FERKET
469;102;19;34:57.7;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available info is three years old;09:41.5;;09:41.5;FABIO FERKET
470;102;26;35:08.6;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available info is three years old;09:51.5;;09:51.5;FABIO FERKET
471;102;31;35:48.0;1;2;assessment needed to evaluate status;cooling capacity adequate for the available equipment;2;2;no info available;available info is three years old;10:06.1;;10:06.1;FABIO FERKET
472;102;38;37:29.3;1;2;assessment needed to evaluate status;as UPS is reaching end of life consider lifecycle;2;2;no info available;available information is three years old;10:21.0;;10:21.0;FABIO FERKET
473;102;16;39:33.7;1;1;assessment needed to evaluate status;exterior windows present, permanently close with wall;2;2;no info available;;11:43.8;;11:43.8;FABIO FERKET
474;102;24;40:36.7;1;3;assessment needed to evaluate status;;2;6;no info available;;12:11.3;;12:11.3;FABIO FERKET
475;102;23;40:57.9;1;3;assessment needed to evaluate status;;2;6;no info available;;11:32.4;;11:32.4;FABIO FERKET
476;102;28;41:23.2;1;3;assessment needed to evaluate status;;2;6;no info available;;10:53.8;;10:53.8;FABIO FERKET
477;102;38;42:12.8;2;3;as UPS is reaching end of life consider lifecycle;;2;2;available information is three years old;available information is three years old;10:21.0;;37:29.3;FABIO FERKET
478;102;37;43:05.6;1;1;assessment needed to evaluate status;as UPS is reaching end of life consider lifecycle;2;2;no info available;available information is three years old. changed might have been made in the meanwhile;12:53.8;;12:53.8;FABIO FERKET
479;102;37;45:10.9;1;1;as UPS is reaching end of life consider lifecycle;as UPS is reaching end of life consider lifecycle;2;2;available information is three years old. changed might have been made in the meanwhile;available information is three years old. changes might have been made in the meanwhile;12:53.8;;43:05.6;FABIO FERKET
480;102;32;45:41.0;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old.;10:29.5;;10:29.5;FABIO FERKET
481;102;25;46:01.9;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old.;10:46.2;;10:46.2;FABIO FERKET
482;102;29;47:14.6;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old.;11:01.7;;11:01.7;FABIO FERKET
483;103;1;03:37.6;2;3;;;2;2;Guest VM Up to date. ESXI host need patching - But standalone host.;up to date;02:31.2;;02:31.2;DEVAPRABHUPENNIEL CHELLAPPA
484;106;47;42:45.6;1;1;P-1012513 - CASC AFRICA - Kenya - Mombasa Network Modernisation. This project is taking care of removing daisy chains and standardising.;P-1012513 - CASC AFRICA - Kenya - Mombasa Network Modernisation. This project is taking care of removing daisy chains and standardising by removing vlan 1.;3;3;;;38:56.6;;38:56.6;ALEX ABREU
485;102;21;45:51.0;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changed might have been made in the meanwhile;10:37.7;;10:37.7;FABIO FERKET
486;102;21;47:36.5;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;available information is three years old. changed might have been made in the meanwhile;available information is three years old. changes might have been made in the meanwhile;10:37.7;;45:51.0;FABIO FERKET
487;102;41;48:16.3;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;12:21.2;;12:21.2;FABIO FERKET
488;102;33;48:57.4;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;12:28.6;;12:28.6;FABIO FERKET
489;102;39;49:46.5;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;13:05.2;;13:05.2;FABIO FERKET
490;102;36;50:14.5;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;11:23.0;;11:23.0;FABIO FERKET
491;102;40;50:37.0;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;13:14.4;;13:14.4;FABIO FERKET
492;102;18;50:52.5;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;13:22.1;;13:22.1;FABIO FERKET
493;102;34;51:39.5;1;2;assessment needed to evaluate status;install UPS'ses in rack;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;13:40.4;;13:40.4;FABIO FERKET
494;102;20;51:53.1;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;13:30.3;;13:30.3;FABIO FERKET
495;102;35;52:09.7;1;1;assessment needed to evaluate status;assessment needed to evaluate status;2;2;no info available;available information is three years old. changes might have been made in the meanwhile;11:52.5;;11:52.5;FABIO FERKET
496;107;5;50:16.7;1;1;VRTX is not configured with Network redundancy. New additional Swicth required for Netwrok redundancy;VRTX is not configured with Network redundancy. New additional Swicth required for Netwrok redundancy;2;2;;;50:13.2;;50:13.2;DEVAPRABHUPENNIEL CHELLAPPA
497;8;42;16:58.8;1;3;devices piled up on top of eachother. place non-rack mountable devices on shelves. rack mounted devices are not designed to act as shelf, and in case of replacing bottom device all devices piled up on top of it need to be powered down as well. ;;2;5;;cabling issues corrected as part of P-788319 ZOR Zaandam - cabling;;;;
498;63;45;46:41.9;2;3;SDWAN project will replace the legacy active / standby WAN design;;2;6;Site has active/standby WAN infra.;SDWAN solution is deployed at the site;53:21.7;;53:21.7;CHRIS SOUTHERN
499;65;47;03:11.7;3;3;New CR being installed P-797728;New CR being installed P-797728;3;5;LAN has appropriate redundancy;LAN has appropriate redundancy;53:25.3;;09:41.8;CHRIS SOUTHERN
500;114;42;34:23.4;3;3;;;6;6;;;32:29.1;;32:29.1;FABIO FERKET
501;65;31;15:30.7;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;51:24.0;;51:24.0;FABIO FERKET
502;65;38;15:42.7;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;51:29.1;;51:29.1;FABIO FERKET
503;65;32;15:57.0;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;51:33.3;;51:33.3;FABIO FERKET
504;65;28;16:16.1;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;51:52.5;;51:52.5;FABIO FERKET
505;65;29;16:25.5;1;3;New CR being installed P-797728;;3;6;;;51:58.2;;51:58.2;FABIO FERKET
506;65;17;16:42.8;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;52:20.9;;52:20.9;FABIO FERKET
507;65;36;16:57.7;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;52:42.6;;52:42.6;FABIO FERKET
508;65;23;17:12.3;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;52:49.3;;52:49.3;FABIO FERKET
509;65;22;17:23.7;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;52:58.1;;52:58.1;FABIO FERKET
510;65;24;17:33.8;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;53:03.9;;53:03.9;FABIO FERKET
511;65;41;17:44.8;1;2;New CR being installed P-797728;;3;5;;New CR being installed P-797728;53:09.2;;53:09.2;FABIO FERKET
512;65;33;17:54.1;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;53:14.3;;53:14.3;FABIO FERKET
513;65;39;18:15.1;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;54:15.5;;54:22.2;FABIO FERKET
514;65;34;18:39.8;1;3;New CR being installed P-797728;;3;5;;New CR being installed P-797728;55:25.4;;55:25.4;FABIO FERKET
515;65;16;19:25.2;1;2;New CR being installed P-797728;;3;5;;New CR being installed P-797728,Room has one exterior wall. other option for new CR was not available;54:02.7;;54:02.7;FABIO FERKET
516;34;43;31:40.8;3;3;;;6;6;MPLS with GIN DMVPN backup;Standard SDWAN devices have been deployed;;;;
517;8;19;17:58.0;1;3;power cables unprotected on floor, install cable trays  or route cabling via existing cable trays;power cables unprotected on floor, install cable trays  or route cabling via existing cable trays;2;5;;corrected as part of project P-788319 ZOR Zaandam - cabling;;;;
518;8;21;18:16.2;2;3;dust in racks, and boxes present. perform cleaning excercise and remove all boxes and combustibles from room. ;dust in racks, and boxes present. perform cleaning excercise and remove all boxes and combustibles from room.;2;5;;corrected as part of project P-788319 ZOR Zaandam - cabling;;;;
519;8;41;18:40.5;1;3;as no side panels are present, locked rack is not possible;as no side panels are present, locked rack is not possible;2;5;;corrected as part of project P-788319 ZOR Zaandam - cabling;;;;
520;117;16;55:48.0;1;1;move CR to other location;move CR to other location;2;2;room is to small to house what is currently present, a glass wall present as well as an exterior wall;room is to small to house what is currently present, a glass wall present as well as an exterior wall. Ceiling is damaged. ceiling tiles would need to be repaired;55:19.9;;55:19.9;FABIO FERKET
521;63;44;45:46.4;1;2;SDWAN project will replace WAN infra;MPLS WAN Upgrade;2;2;Primary WAN circuit shows periods of high utilization that could impact network performance;SDWAN is deployed, but the primary WAN circuit shows occasional periods of high utilization that could impact network performance in the event of a failure on one of the circuits;52:31.2;;52:31.2;CHRIS SOUTHERN
522;114;31;39:10.7;3;3;;;6;6;;assessed as part of P-609106;38:32.8;;38:32.8;FABIO FERKET
523;114;38;39:43.0;3;3;;;6;6;assessed as part of p-609106;assessed as part of p-609106;39:30.1;;39:30.1;FABIO FERKET
524;114;32;39:53.3;3;3;;;2;6;assessed as part of p-609106;assessed as part of p-609106;39:48.7;;39:48.7;FABIO FERKET
525;112;31;15:56.9;3;3;;;6;6;;information is more than three years old and is possibly outdated;15:33.0;;15:33.0;FABIO FERKET
526;112;38;16:01.2;3;3;;;6;6;;information is more than three years old and is possibly outdated;15:43.7;;15:43.7;FABIO FERKET
527;112;32;16:04.5;3;3;;;6;6;;information is more than three years old and is possibly outdated;15:50.9;;15:50.9;FABIO FERKET
528;70;44;03:28.5;1;2;SDWAN Program will upgrade the WAN capacity;;3;2;There is frequent high utilisation on the WAN circuit that causes impact to application performance;There is still occasional high utilisation on the SDWAN circuit that could cause impact to application performance;52:49.2;;52:49.2;CHRIS SOUTHERN
529;70;43;03:56.2;2;3;P-474706 - GN-Software-defined Wide Area Network (SD WAN) Program: EMEA Implementation (FB) - this project will take care of replacing the hardware that is nearing end of life.;;3;6;;Standard SDWAN devices are deployed;52:39.0;;52:39.0;ALEX ABREU
530;70;45;04:21.7;2;3;P-474706 - GN-Software-defined Wide Area Network (SD WAN) Program: EMEA Implementation (FB) - this project will turn site to new standard that is SD WAN.;;3;6;;Standard SD WAN solution is deployed;54:25.3;;54:25.3;ALEX ABREU
531;109;21;27:25.2;1;2;assessment needed to evaluate current state;Regularly clean the room, a lot of dust is present on top of the racks, it can damage equipment. CR should be a clean environment.;2;2;available info is outdated before provimi integration finished;new info received during SDWAN project;03:53.1;;03:53.1;FABIO FERKET
532;109;19;29:19.8;1;3;assessment needed to evaluate current state;;2;5;available info is outdated before provimi integration finished;new info received during SDWAN project;02:15.9;;02:15.9;FABIO FERKET
533;109;42;31:06.0;1;2;assessment needed to evaluate current state;cabling in voice cabinet needs to be corrected, other cabinets are in a good shape now;2;2;info available is outdated;new info received during SDWAN project;00:41.6;;00:41.6;FABIO FERKET
534;109;41;02:14.3;1;3;assessment needed to evaluate current state;;2;5;available info is outdated before provimi integration finished;new info received after SDWAN implementation;05:27.2;;05:27.2;FABIO FERKET
535;109;30;03:27.4;1;2;units are reaching end of their lifespan, Lifecycle units;units are reaching end of their lifespan, consider life cycling units;2;2;available info is outdated before provimi integration finished;new info received after SDWAN implementation;07:00.0;;07:00.0;FABIO FERKET
536;109;39;05:03.7;1;2;assessment needed to evaluate current state;partly standard racks are used. no imidiate action required, consider replacing old voice patch rack with standard rack if space is required;2;2;available info is outdated before provimi integration finished;new info received after SDWAN implementation;07:17.7;;07:17.7;FABIO FERKET
537;109;40;05:29.8;1;3;assessment needed to evaluate current state;;2;5;available info is outdated before provimi integration finished;new info received after SDWAN implementation;07:37.7;;07:37.7;FABIO FERKET
538;109;18;07:02.2;1;2;assessment needed to evaluate current state;room is small, racks accessibility kesps a point of attention. house keeping will be an ongoing effort;2;6;available info is outdated before provimi integration finished;new info received after SDWAN implementation;07:57.0;;07:57.0;FABIO FERKET
539;109;20;07:30.3;1;3;remove all non active devices like decommissioned devices and spare PC's. CR is not a storage room;;2;5;available info is outdated before provimi integration finished;new info received after SDWAN implementation;08:34.1;;08:34.1;FABIO FERKET
540;63;43;46:12.7;2;3;No action required, WAN devices will be replaced by SDWAN project;;2;6;One of the router is approaching EOL support status;Standard SDWAN devices are deployed at the site;51:41.4;;51:41.4;CHRIS SOUTHERN
541;60;44;54:49.4;2;3;;;2;6;Occasional high utilisation;SDWAN deployed;04:22.6;;04:22.6;CHRIS SOUTHERN
542;60;43;55:10.0;2;3;none, SDWAN project will replace the WAN Hardware;;2;6;Routers are approaching EOL status;Standard SDWAN devices are deployed;02:48.3;;02:48.3;CHRIS SOUTHERN
543;118;20;16:40.5;2;2;check presence of spare parts;check presence of spare parts, and remove if present;2;2;;;16:19.0;;16:19.0;FABIO FERKET
544;65;41;31:45.1;2;3;;;5;5;New CR being installed P-797728;New CR being installed P-797728;53:09.2;;17:44.8;FABIO FERKET
545;65;18;32:32.3;1;3;New CR being installed P-797728;New CR being installed P-797728;3;5;;;54:34.6;;54:34.6;FABIO FERKET
546;70;45;39:24.7;3;2;;;6;2;Standard SD WAN solution is deployed;Standard SD WAN solution is deployed, however, the MPLS circuit is only 4mb therefore in the event of a failure on the internet circuit the site could suffer performance degradation.;54:25.3;;04:21.7;CHRIS SOUTHERN
547;60;45;55:36.3;1;3;Upgrade cabling infra to enable WAN redundancy;;2;6;The WAN infra is not fully redundant because the routers are only connected to one of the core switches due to cabling limitations;Standard SDWAN load sharing solution is deployed;04:03.2;;04:03.2;CHRIS SOUTHERN
548;118;18;15:53.6;2;2;;;2;6;room is small, limited space to work in rack. currently point of attention in case growth is expected;room is small, limited space to work in rack. currently point of attention in case growth is expected;15:39.8;;15:39.8;FABIO FERKET
549;113;31;17:08.1;3;2;;;6;6;;note that this is applicable for new server room. old server room does not have cooling installed. old room (under stairway, might need dedicated cooling in case equipment is added;00:33.2;;00:33.2;FABIO FERKET
550;113;32;18:50.6;3;3;;;6;6;;note that this is applicable for new server room. old server room does not have dedicated distribution panel;00:44.0;;00:44.0;FABIO FERKET
551;113;28;20:27.9;3;3;;;6;6;;note that this is applicable for new server room. old server room does not have cooling installed. old room (under stairway, might need dedicated cooling in case equipment is added;31:29.9;;31:40.4;FABIO FERKET
552;113;29;20:37.4;3;3;;;6;6;;note that this is applicable for new server room. old server room does not have cooling installed. old room (under stairway, might need dedicated cooling in case equipment is added;31:46.8;;31:46.8;FABIO FERKET
553;113;36;23:03.4;2;2;advise to add an external bypass as UPS system in rooms do not have an automatic bypass;advise to add an external bypass as UPS system in rooms do not have an automatic bypass;2;2;;this is not mandatory;22:48.5;;22:48.5;FABIO FERKET
554;113;23;23:19.7;3;3;;;6;6;;note that this is applicable for new server room. old server room does not have fire detection;55:01.0;;55:01.0;FABIO FERKET
555;113;30;32:24.3;3;3;;;6;6;;no cooling present in old CR;08:15.7;;08:15.7;FABIO FERKET
556;65;21;32:52.0;1;3;New CR being installed P-797728;;3;5;;;51:38.2;;51:38.2;FABIO FERKET
557;65;25;33:12.8;1;2;New CR being installed P-797728;implement access control;3;2;;;51:44.4;;51:44.4;FABIO FERKET
558;65;26;33:31.3;2;2;consider camera surveillance to protect property;consider camera surveillance to protect property;6;2;;;51:16.5;;45:45.3;FABIO FERKET
559;65;27;33:55.3;1;2;New CR being installed P-797728;implement visitor log;3;2;;;53:36.4;;53:36.4;FABIO FERKET
560;65;37;34:13.0;1;3;New CR being installed P-797728;New CR being installed P-797728;3;5;;;53:49.0;;53:49.0;FABIO FERKET
561;65;40;35:02.5;1;2;New CR being installed P-797728;;3;5;;most of the racks are now according to standard, few racks outside CR not. no immediate action required;54:29.2;;54:29.2;FABIO FERKET
562;65;20;35:48.7;1;3;New CR being installed P-797728;;3;5;;;54:52.3;;54:52.3;FABIO FERKET
563;41;44;26:08.2;2;3;consider WAN upgrade;;2;6;Occasional periods of high utilisation;SDWAN has been deployed;;;;
564;41;43;26:28.4;3;3;;;6;6;2 x MPLS standard design;Standard SDWAN devices have been deployed;;;;
565;41;45;26:45.7;3;3;;;6;6;;Standard SDWAN solution has been deployed at this site;;;;
566;100;43;29:24.8;2;3;SDWAN program will replace existing Cisco routers in 2021;;3;6;WAN devices are approaching end of support cycle;Standard SDWAN devices are deployed;25:09.0;;25:09.0;CHRIS SOUTHERN
567;100;45;29:49.8;3;3;;;2;6;WAN solution is active / standby with MPLS / VPN.  this is an acceptable standard solution.;SDWAN redundant solution has been deployed;25:53.7;;25:53.7;CHRIS SOUTHERN
568;48;44;42:44.3;3;3;;;2;6;;No WAN capacity concerns at this time;33:42.5;;33:42.5;Jim McColl
569;48;43;43:01.5;2;3;;;2;6;Routers approaching EOL;Standard SDWAN devices are deployed;33:20.8;;38:22.8;Jim McColl
